№;Дата вылета;Номер рейса;Аэропорт вылета;Аэропорт прилета;Время вылета;Время прилета;Емкость кабины;LF Кабина;Бронирования по кабинам;Тип ВС;Код кабины;Доход пасс;Пассажиры
120-W;2025-04-04;521;DXB;SVO;16:05;20:50;48;0,9583;46;77W;W;24131,51;46
120-Y;2025-04-04;521;DXB;SVO;16:05;20:50;324;0,6636;215;77W;Y;47907,46;215
121-C;2025-04-04;526;SVO;DXB;11:25;18:20;28;0,9643;27;333;C;39517,06;27
121-Y;2025-04-04;526;SVO;DXB;11:25;18:20;268;0,7724;207;333;Y;56375,53;208
122-C;2025-04-04;638;VVO;HKT;10:30;14:50;30;0,3;9;77W;C;5274,87;9
122-W;2025-04-04;638;VVO;HKT;10:30;14:50;48;0,5208;25;77W;W;8629,72;25
122-Y;2025-04-04;638;VVO;HKT;10:30;14:50;324;0,3519;114;77W;Y;23265,97;114
123-C;2025-04-04;1009;KGD;SVO;03:00;06:30;16;0,125;2;32B;C;208,11;2
123-Y;2025-04-04;1009;KGD;SVO;03:00;06:30;167;1,0479;175;32B;Y;7965,79;174
124-C;2025-04-04;1018;SVO;KGD;11:50;13:35;16;0,6875;11;32B;C;1723,65;11
124-W;2025-04-04;1018;SVO;KGD;11:50;13:35;29;1,0;29;32B;W;2936,36;29
124-Y;2025-04-04;1018;SVO;KGD;11:50;13:35;138;1,0072;139;32B;Y;6343,51;142
125-Y;2025-04-04;1054;SVO;MCX;02:20;05:20;150;1,0;150;32A;Y;7401,86;153
126-C;2025-04-04;1055;MCX;SVO;06:20;09:20;8;0,5;4;32A;C;870,99;4
126-Y;2025-04-04;1055;MCX;SVO;06:20;09:20;150;1,0;150;32A;Y;9151,87;150
127-C;2025-04-04;1129;AER;SVO;20:10;23:45;8;0,5;4;32A;C;833,6;4
127-Y;2025-04-04;1129;AER;SVO;20:10;23:45;150;0,9533;143;32A;Y;8183,15;143
128-C;2025-04-04;1141;AER;SVO;06:20;09:50;8;0,25;2;32A;C;27,03;2
128-Y;2025-04-04;1141;AER;SVO;06:20;09:50;150;0,96;144;32A;Y;6583,87;146
129-C;2025-04-04;1190;SVO;KZN;09:10;10:50;16;0,1875;3;32B;C;513,51;3
129-Y;2025-04-04;1190;SVO;KZN;09:10;10:50;167;1,0659;178;32B;Y;8687,91;180
130-C;2025-04-04;1191;KZN;SVO;11:40;13:25;16;0,8125;13;32B;C;3793,92;13
130-Y;2025-04-04;1191;KZN;SVO;11:40;13:25;167;0,9281;155;32B;Y;8616,44;155
131-C;2025-04-04;1246;SVO;REN;17:50;22:00;20;0,1;2;320;C;386,98;2
131-Y;2025-04-04;1246;SVO;REN;17:50;22:00;120;1,1333;136;320;Y;10124,56;137
132-C;2025-04-04;1276;SVO;KZN;12:55;14:40;20;0,2;4;73H;C;698,95;4
132-Y;2025-04-04;1276;SVO;KZN;12:55;14:40;138;1,0072;139;73H;Y;8082,41;150
133-C;2025-04-04;1277;KZN;SVO;15:30;17:10;20;0,55;11;73H;C;3631,93;11
133-Y;2025-04-04;1277;KZN;SVO;15:30;17:10;138;0,942;130;73H;Y;10072,83;141
134-Y;2025-04-04;1478;SVO;ABA;00:15;08:50;150;0,96;144;32A;Y;10573,64;144
135-C;2025-04-04;1479;ABA;SVO;10:00;11:05;8;0,625;5;32A;C;2095,57;5
135-Y;2025-04-04;1479;ABA;SVO;10:00;11:05;150;0,7067;106;32A;Y;8891,92;106
136-C;2025-04-04;1524;SVO;RGK;00:10;08:35;20;0,65;13;73H;C;5352,58;13
136-Y;2025-04-04;1524;SVO;RGK;00:10;08:35;138;0,9058;125;73H;Y;13925,54;127
137-C;2025-04-04;1525;RGK;SVO;11:20;12:05;20;0,75;15;73H;C;7109,48;15
137-Y;2025-04-04;1525;RGK;SVO;11:20;12:05;138;0,913;126;73H;Y;14338,09;131
138-C;2025-04-04;2142;SVO;AYT;07:45;12:50;16;0,75;12;32B;C;8764,75;12
138-Y;2025-04-04;2142;SVO;AYT;07:45;12:50;167;0,9222;154;32B;Y;27437,88;158
139-C;2025-04-04;2143;AYT;SVO;14:20;19:20;16;0,625;10;32B;C;5585,4;10
139-Y;2025-04-04;2143;AYT;SVO;14:20;19:20;167;0,2575;43;32B;Y;5378,38;43
140-W;2025-04-04;6321;LED;KGD;14:50;15:45;5;1,0;5;SU9;W;462,97;5
140-Y;2025-04-04;6321;LED;KGD;14:50;15:45;95;0,9053;86;SU9;Y;5143,85;86
141-C;2025-04-04;6574;KJA;LED;05:55;07:00;8;0,375;3;319;C;227,66;3
141-Y;2025-04-04;6574;KJA;LED;05:55;07:00;120;1,0333;124;319;Y;11590,42;124
142-C;2025-02-21;209;PVG;SVO;11:45;16:50;30;0,9;27;77W;C;24747,66;27
142-W;2025-02-21;209;PVG;SVO;11:45;16:50;48;0,7083;34;77W;W;12527,73;34
142-Y;2025-02-21;209;PVG;SVO;11:45;16:50;324;0,9784;317;77W;Y;66470,54;318
143-C;2025-02-21;224;SVO;SYX;15:10;06:00;28;0,4643;13;359;C;9519,84;13
143-W;2025-02-21;224;SVO;SYX;15:10;06:00;24;0,0833;2;359;W;488,55;2
143-Y;2025-02-21;224;SVO;SYX;15:10;06:00;264;0,5265;139;359;Y;30924,24;139
144-C;2025-02-21;225;SYX;SVO;04:50;10:35;28;0,4643;13;359;C;5088,75;13
144-W;2025-02-21;225;SYX;SVO;04:50;10:35;24;0,4167;10;359;W;3486,65;10
144-Y;2025-02-21;225;SYX;SVO;04:50;10:35;264;0,5227;138;359;Y;31305,4;138
145-C;2025-02-21;233;DEL;SVO;05:50;10:10;28;0,5357;15;333;C;9838,01;15
145-Y;2025-02-21;233;DEL;SVO;05:50;10:10;268;1,0336;277;333;Y;62027,89;278
146-C;2025-02-21;275;HKT;SVO;12:10;18:25;28;0,75;21;359;C;34793,22;21
146-W;2025-02-21;275;HKT;SVO;12:10;18:25;24;0,75;18;359;W;13291,47;18
146-Y;2025-02-21;275;HKT;SVO;12:10;18:25;264;0,6856;181;359;Y;72115,32;183
147-C;2025-02-21;321;MLE;SVO;11:00;18:00;30;1,0;30;77W;C;39689,15;32
147-W;2025-02-21;321;MLE;SVO;11:00;18:00;48;0,9167;44;77W;W;42422,52;48
147-Y;2025-02-21;321;MLE;SVO;11:00;18:00;324;0,6605;214;77W;Y;59221,62;214
148-C;2025-02-21;427;SSH;SVO;15:45;22:35;30;0,4;12;77W;C;4723,08;12
148-Y;2025-02-21;427;SSH;SVO;15:45;22:35;324;0,108;35;77W;Y;5797,44;35
149-C;2025-02-21;521;DXB;SVO;16:35;21:25;30;0,9667;29;77W;C;37151,1;29
149-W;2025-02-21;521;DXB;SVO;16:35;21:25;48;1,0;48;77W;W;23787,97;48
149-Y;2025-02-21;521;DXB;SVO;16:35;21:25;324;0,6852;222;77W;Y;62863,28;225
150-C;2025-02-21;526;SVO;DXB;11:15;18:00;20;0,35;7;73H;C;8537,18;7
150-Y;2025-02-21;526;SVO;DXB;11:15;18:00;138;0,471;65;73H;Y;12796,57;65
151-C;2025-02-21;1009;KGD;SVO;06:10;09:50;16;0,3125;5;32B;C;903,87;7
151-Y;2025-02-21;1009;KGD;SVO;06:10;09:50;167;1,0599;177;32B;Y;7049,13;177
152-C;2025-02-21;1018;SVO;KGD;11:20;13:00;12;0,75;9;32Q;C;2265,2;9
152-W;2025-02-21;1018;SVO;KGD;11:20;13:00;30;0,7667;23;32Q;W;1947,02;23
152-Y;2025-02-21;1018;SVO;KGD;11:20;13:00;154;1,0195;157;32Q;Y;6119,64;158
153-C;2025-02-21;1054;SVO;MCX;10:35;13:40;8;0,25;2;32A;C;263,85;2
153-Y;2025-02-21;1054;SVO;MCX;10:35;13:40;150;1,0;150;32A;Y;5784,48;150
154-C;2025-02-21;1055;MCX;SVO;14:40;17:45;8;0,5;4;32A;C;908,49;4
154-Y;2025-02-21;1055;MCX;SVO;14:40;17:45;150;1,0;150;32A;Y;5988,71;153
155-C;2025-02-21;1129;AER;SVO;06:05;09:40;16;0,625;10;32B;C;1864,11;10
155-Y;2025-02-21;1129;AER;SVO;06:05;09:40;167;1,0299;172;32B;Y;15387,62;179
156-C;2025-02-21;1141;AER;SVO;21:20;00:45;28;0,8929;25;321;C;8952,46;27
156-Y;2025-02-21;1141;AER;SVO;21:20;00:45;142;0,5775;82;321;Y;11759,17;84
157-C;2025-02-21;1190;SVO;KZN;10:40;12:20;16;0,125;2;32B;C;350,12;2
157-Y;2025-02-21;1190;SVO;KZN;10:40;12:20;167;0,9641;161;32B;Y;6072,2;162
158-C;2025-02-21;1191;KZN;SVO;13:20;15:05;16;0,625;10;32B;C;2083,65;10
158-Y;2025-02-21;1191;KZN;SVO;13:20;15:05;167;0,9222;154;32B;Y;6531,42;158
159-Y;2025-02-21;1246;SVO;REN;08:35;13:00;150;1,0533;158;32A;Y;6573,44;161
160-C;2025-02-21;1276;SVO;KZN;07:55;09:50;16;0,375;6;32B;C;1313,09;6
160-Y;2025-02-21;1276;SVO;KZN;07:55;09:50;167;0,9222;154;32B;Y;4232,44;155
161-C;2025-02-21;1277;KZN;SVO;10:40;12:25;16;0,25;4;32B;C;553,13;4
161-Y;2025-02-21;1277;KZN;SVO;10:40;12:25;167;1,024;171;32B;Y;5794,85;171
162-C;2025-02-21;1478;SVO;ABA;23:55;08:45;20;0,35;7;73H;C;3282,29;9
162-Y;2025-02-21;1478;SVO;ABA;23:55;08:45;138;0,7246;100;73H;Y;9010,62;100
163-C;2025-02-21;1479;ABA;SVO;13:45;14:50;20;0,1;2;73H;C;810,63;2
163-Y;2025-02-21;1479;ABA;SVO;13:45;14:50;138;0,9783;135;73H;Y;12163,16;136
164-C;2025-02-21;1524;SVO;RGK;00:05;08:35;20;0,75;15;73H;C;9954,16;15
164-Y;2025-02-21;1524;SVO;RGK;00:05;08:35;138;0,8768;121;73H;Y;16518,89;123
165-C;2025-02-21;1525;RGK;SVO;11:45;12:35;20;0,8;16;73H;C;7008,29;18
165-Y;2025-02-21;1525;RGK;SVO;11:45;12:35;138;0,9058;125;73H;Y;26137,82;126
166-C;2025-02-21;2142;SVO;AYT;11:20;16:30;30;0,4;12;77W;C;4536,72;12
166-W;2025-02-21;2142;SVO;AYT;11:20;16:30;48;0,0208;1;77W;W;274,95;1
166-Y;2025-02-21;2142;SVO;AYT;11:20;16:30;324;0,1883;61;77W;Y;8224,68;68
167-C;2025-02-21;2143;AYT;SVO;18:10;23:20;30;0,8;24;77W;C;11084,82;24
167-W;2025-02-21;2143;AYT;SVO;18:10;23:20;48;0,1875;9;77W;W;2729,69;9
167-Y;2025-02-21;2143;AYT;SVO;18:10;23:20;324;0,6451;209;77W;Y;33461,69;216
168-Y;2025-02-21;6568;AER;LED;18:45;22:55;189;0,7831;148;73H;Y;8102,1;152
169-Y;2025-02-21;6574;KJA;LED;21:30;22:40;120;0,875;105;319;Y;10342,18;108
170-C;2025-05-04;209;PVG;SVO;11:40;16:30;30;0,4667;14;77W;C;13475,13;14
170-W;2025-05-04;209;PVG;SVO;11:40;16:30;48;0,4375;21;77W;W;9764,32;21
170-Y;2025-05-04;209;PVG;SVO;11:40;16:30;324;0,7932;257;77W;Y;51645,89;256
171-C;2025-05-04;224;SVO;SYX;13:10;03:20;28;0,4643;13;359;C;8693,56;13
171-W;2025-05-04;224;SVO;SYX;13:10;03:20;24;0,2083;5;359;W;1939,75;5
171-Y;2025-05-04;224;SVO;SYX;13:10;03:20;264;0,4129;109;359;Y;26374,42;109
172-C;2025-05-04;233;DEL;SVO;05:00;09:00;28;0,3214;9;359;C;5350,01;9
172-W;2025-05-04;233;DEL;SVO;05:00;09:00;24;0,3333;8;359;W;2186,08;8
172-Y;2025-05-04;233;DEL;SVO;05:00;09:00;264;1,1098;293;359;Y;47541,32;295
173-C;2025-05-04;321;MLE;SVO;11:05;17:50;30;0,9;27;77W;C;32631,8;27
173-W;2025-05-04;321;MLE;SVO;11:05;17:50;48;0,9583;46;77W;W;27284,93;46
173-Y;2025-05-04;321;MLE;SVO;11:05;17:50;324;0,7315;237;77W;Y;69888,54;237
174-C;2025-05-04;427;SSH;SVO;15:15;21:25;30;0,5667;17;77W;C;8353,1;17
174-W;2025-05-04;427;SSH;SVO;15:15;21:25;48;0,1458;7;77W;W;2209,89;7
174-Y;2025-05-04;427;SSH;SVO;15:15;21:25;324;0,2191;71;77W;Y;18006,95;71
175-C;2025-05-04;521;DXB;SVO;16:05;20:50;30;0,9333;28;77W;C;41129,52;28
175-W;2025-05-04;521;DXB;SVO;16:05;20:50;48;1,0;48;77W;W;24393,1;48
175-Y;2025-05-04;521;DXB;SVO;16:05;20:50;324;0,6636;215;77W;Y;56396,25;216
176-C;2025-05-04;526;SVO;DXB;11:25;18:20;20;0,5;10;73H;C;9668,23;10
176-Y;2025-05-04;526;SVO;DXB;11:25;18:20;138;0,6739;93;73H;Y;17059,57;94
177-C;2025-05-04;1009;KGD;SVO;03:00;06:30;16;0,5;8;32B;C;1256,7;9
177-W;2025-05-04;1009;KGD;SVO;03:00;06:30;29;0,8276;24;32B;W;2719,19;24
177-Y;2025-05-04;1009;KGD;SVO;03:00;06:30;138;1,0507;145;32B;Y;5869,54;146
178-C;2025-05-04;1018;SVO;KGD;11:50;13:35;16;0,8125;13;32B;C;1683,11;13
178-W;2025-05-04;1018;SVO;KGD;11:50;13:35;29;0,6897;20;32B;W;2113,74;20
178-Y;2025-05-04;1018;SVO;KGD;11:50;13:35;138;1,0507;145;32B;Y;5507,15;145
179-Y;2025-05-04;1054;SVO;MCX;02:20;05:20;150;1,0267;154;32A;Y;8583,39;160
180-C;2025-05-04;1055;MCX;SVO;06:20;09:20;8;0,375;3;32A;C;344,61;3
180-Y;2025-05-04;1055;MCX;SVO;06:20;09:20;150;0,9533;143;32A;Y;10057,47;147
181-C;2025-05-04;1129;AER;SVO;20:10;23:45;8;1,0;8;32A;C;2316,4;8
181-Y;2025-05-04;1129;AER;SVO;20:10;23:45;150;0,9133;137;32A;Y;12758,51;139
182-C;2025-05-04;1141;AER;SVO;06:20;09:45;20;0,5;10;73H;C;2619,73;10
182-Y;2025-05-04;1141;AER;SVO;06:20;09:45;138;1,0362;143;73H;Y;10674,17;145
183-C;2025-05-04;1190;SVO;KZN;09:10;10:50;8;0,375;3;32A;C;538,28;3
183-Y;2025-05-04;1190;SVO;KZN;09:10;10:50;150;0,84;126;32A;Y;5089,54;129
184-C;2025-05-04;1191;KZN;SVO;11:40;13:25;8;0,875;7;32A;C;1676,26;7
184-Y;2025-05-04;1191;KZN;SVO;11:40;13:25;150;0,8467;127;32A;Y;11450,26;130
185-C;2025-05-04;1246;SVO;REN;18:00;22:00;16;0,25;4;32B;C;910,32;4
185-Y;2025-05-04;1246;SVO;REN;18:00;22:00;167;0,9581;160;32B;Y;10105,64;161
186-C;2025-05-04;1276;SVO;KZN;12:55;14:40;8;0,125;1;32A;C;0,0;1
186-Y;2025-05-04;1276;SVO;KZN;12:55;14:40;150;0,9;135;32A;Y;8783,79;136
187-C;2025-05-04;1277;KZN;SVO;15:30;17:10;8;0,875;7;32A;C;1919,47;7
187-Y;2025-05-04;1277;KZN;SVO;15:30;17:10;150;0,9467;142;32A;Y;15094,24;142
188-C;2025-05-04;1478;SVO;ABA;00:15;08:50;8;0,25;2;32A;C;465,05;2
188-Y;2025-05-04;1478;SVO;ABA;00:15;08:50;150;0,7933;119;32A;Y;10212,52;124
189-C;2025-05-04;1479;ABA;SVO;10:00;11:00;8;0,25;2;32A;C;368,55;2
189-Y;2025-05-04;1479;ABA;SVO;10:00;11:00;150;0,82;123;32A;Y;11062,06;126
190-C;2025-05-04;1524;SVO;RGK;00:10;08:35;20;0,75;15;73H;C;6524,1;15
190-Y;2025-05-04;1524;SVO;RGK;00:10;08:35;138;0,9348;129;73H;Y;17091,74;130
191-C;2025-05-04;1525;RGK;SVO;10:00;10:40;20;0,9;18;73H;C;13706,47;18
191-Y;2025-05-04;1525;RGK;SVO;10:00;10:40;138;0,8986;124;73H;Y;21413,62;124
192-C;2025-05-04;1713;KHV;SVO;15:45;16:45;30;0,0667;2;77W;C;679,39;2
192-W;2025-05-04;1713;KHV;SVO;15:45;16:45;48;0,3542;17;77W;W;3728,41;17
192-Y;2025-05-04;1713;KHV;SVO;15:45;16:45;324;1,0093;327;77W;Y;32276,51;327
193-C;2025-05-04;2142;SVO;AYT;07:45;12:50;16;0,3125;5;32B;C;3278,55;5
193-Y;2025-05-04;2142;SVO;AYT;07:45;12:50;167;0,4132;69;32B;Y;10283,83;69
194-C;2025-05-04;2143;AYT;SVO;14:20;19:20;16;0,5625;9;32B;C;10731,53;9
194-Y;2025-05-04;2143;AYT;SVO;14:20;19:20;167;0,3353;56;32B;Y;10348,48;56
195-C;2025-05-04;6321;LED;KGD;11:10;11:55;8;0,625;5;319;C;1078,1;5
195-Y;2025-05-04;6321;LED;KGD;11:10;11:55;120;0,95;114;319;Y;6505,15;114
196-C;2025-05-04;6574;KJA;LED;05:55;07:00;8;0,125;1;32A;C;29,73;1
196-Y;2025-05-04;6574;KJA;LED;05:55;07:00;150;0,6933;104;32A;Y;10571,17;105
197-C;2025-05-11;209;PVG;SVO;11:40;16:30;30;1,0;30;77W;C;53613,44;30
197-W;2025-05-11;209;PVG;SVO;11:40;16:30;48;0,875;42;77W;W;34128,22;42
197-Y;2025-05-11;209;PVG;SVO;11:40;16:30;324;0,966;313;77W;Y;123394,6;315
198-Y;2025-05-11;224;SVO;SYX;13:10;03:20;264;0,2462;65;359;Y;13591,5;65
199-C;2025-05-11;233;DEL;SVO;07:00;11:00;30;0,5;15;77W;C;12911,42;17
199-W;2025-05-11;233;DEL;SVO;07:00;11:00;48;0,5;24;77W;W;6918,66;24
199-Y;2025-05-11;233;DEL;SVO;07:00;11:00;324;1,0833;351;77W;Y;80940,97;352
200-C;2025-05-11;321;MLE;SVO;11:05;17:50;30;0,9667;29;77W;C;187619,8;29
200-W;2025-05-11;321;MLE;SVO;11:05;17:50;48;1,0;48;77W;W;43224,51;48
200-Y;2025-05-11;321;MLE;SVO;11:05;17:50;324;0,7747;251;77W;Y;158513,98;265
201-C;2025-05-11;427;SSH;SVO;15:15;21:25;30;0,6333;19;77W;C;14725,61;19
201-W;2025-05-11;427;SSH;SVO;15:15;21:25;48;0,2708;13;77W;W;6792,24;13
201-Y;2025-05-11;427;SSH;SVO;15:15;21:25;324;0,1914;62;77W;Y;24931,12;63
202-C;2025-05-11;521;DXB;SVO;16:05;20:50;30;1,0;30;77W;C;80931,36;33
202-W;2025-05-11;521;DXB;SVO;16:05;20:50;48;1,0;48;77W;W;38600,32;48
202-Y;2025-05-11;521;DXB;SVO;16:05;20:50;324;0,6914;224;77W;Y;111389,43;224
203-C;2025-05-11;526;SVO;DXB;11:25;18:20;30;0,3333;10;77W;C;8898,81;10
203-W;2025-05-11;526;SVO;DXB;11:25;18:20;48;0,375;18;77W;W;6400,2;18
203-Y;2025-05-11;526;SVO;DXB;11:25;18:20;324;0,2562;83;77W;Y;13520,56;86
204-C;2025-05-11;1009;KGD;SVO;03:00;06:30;16;0,8125;13;32B;C;2542,46;15
204-W;2025-05-11;1009;KGD;SVO;03:00;06:30;29;1,0;29;32B;W;3349,19;29
204-Y;2025-05-11;1009;KGD;SVO;03:00;06:30;138;1,0;138;32B;Y;5269,73;138
205-C;2025-05-11;1018;SVO;KGD;11:50;13:35;16;0,4375;7;32B;C;1373,67;7
205-W;2025-05-11;1018;SVO;KGD;11:50;13:35;29;0,2759;8;32B;W;571,61;8
205-Y;2025-05-11;1018;SVO;KGD;11:50;13:35;138;1,0435;144;32B;Y;5772,34;146
206-C;2025-05-11;1054;SVO;MCX;05:20;08:20;8;0,125;1;32A;C;242,63;1
206-Y;2025-05-11;1054;SVO;MCX;05:20;08:20;150;0,9867;148;32A;Y;7217,75;150
207-C;2025-05-11;1055;MCX;SVO;09:20;12:20;8;0,75;6;32A;C;1313,21;6
207-Y;2025-05-11;1055;MCX;SVO;09:20;12:20;150;1,0;150;32A;Y;15147,62;150
208-C;2025-05-11;1129;AER;SVO;20:10;23:45;8;1,0;8;32A;C;6251,95;8
208-Y;2025-05-11;1129;AER;SVO;20:10;23:45;150;0,9867;148;32A;Y;22492,84;149
209-C;2025-05-11;1141;AER;SVO;06:20;09:45;20;0,85;17;73H;C;7347,98;17
209-Y;2025-05-11;1141;AER;SVO;06:20;09:45;138;1,0;138;73H;Y;18106,24;141
210-C;2025-05-11;1190;SVO;KZN;09:10;10:50;8;0,625;5;32A;C;1421,02;5
210-Y;2025-05-11;1190;SVO;KZN;09:10;10:50;150;0,7133;107;32A;Y;3865,2;108
211-C;2025-05-11;1191;KZN;SVO;11:40;13:25;8;0,375;3;32A;C;699,63;3
211-Y;2025-05-11;1191;KZN;SVO;11:40;13:25;150;0,8667;130;32A;Y;10764,95;132
212-C;2025-05-11;1246;SVO;REN;18:00;22:00;20;0,1;2;320;C;443,49;2
212-Y;2025-05-11;1246;SVO;REN;18:00;22:00;120;1,0167;122;320;Y;9094,96;124
213-C;2025-05-11;1276;SVO;KZN;12:55;14:40;16;0,625;10;32B;C;1878,67;10
213-Y;2025-05-11;1276;SVO;KZN;12:55;14:40;167;0,8383;140;32B;Y;6396,52;142
214-C;2025-05-11;1277;KZN;SVO;15:30;17:05;16;0,6875;11;32B;C;3499,21;11
214-Y;2025-05-11;1277;KZN;SVO;15:30;17:05;167;0,9521;159;32B;Y;13694,42;166
215-C;2025-05-11;1478;SVO;ABA;00:15;08:50;16;0,5625;9;32B;C;3994,81;9
215-Y;2025-05-11;1478;SVO;ABA;00:15;08:50;167;0,7246;121;32B;Y;12980,12;125
216-C;2025-05-11;1479;ABA;SVO;10:00;11:00;16;0,375;6;32B;C;1575,15;6
216-Y;2025-05-11;1479;ABA;SVO;10:00;11:00;167;1,0;167;32B;Y;17987,29;169
217-C;2025-05-11;1524;SVO;RGK;00:10;08:35;20;0,55;11;73H;C;4773,58;11
217-Y;2025-05-11;1524;SVO;RGK;00:10;08:35;138;0,971;134;73H;Y;17397,55;135
218-C;2025-05-11;1525;RGK;SVO;10:00;10:40;20;0,7;14;73H;C;16677,52;15
218-Y;2025-05-11;1525;RGK;SVO;10:00;10:40;138;0,9275;128;73H;Y;25193,48;131
219-C;2025-05-11;1713;KHV;SVO;15:45;16:45;28;0,2857;8;359;C;3642,42;8
219-W;2025-05-11;1713;KHV;SVO;15:45;16:45;24;0,9167;22;359;W;5144,48;22
219-Y;2025-05-11;1713;KHV;SVO;15:45;16:45;264;1,072;283;359;Y;25548,43;284
220-C;2025-05-11;2142;SVO;AYT;07:45;12:50;16;0,5;8;32B;C;3917,75;8
220-Y;2025-05-11;2142;SVO;AYT;07:45;12:50;167;0,3593;60;32B;Y;8832,0;63
221-C;2025-05-11;2143;AYT;SVO;14:20;19:25;16;0,8125;13;32B;C;19761,01;13
221-Y;2025-05-11;2143;AYT;SVO;14:20;19:25;167;0,3892;65;32B;Y;30105,83;68
222-C;2025-05-11;6321;LED;KGD;11:10;11:55;8;0,5;4;319;C;690,88;4
222-Y;2025-05-11;6321;LED;KGD;11:10;11:55;120;0,7917;95;319;Y;5202,16;98
223-C;2025-05-11;6574;KJA;LED;05:55;07:00;8;0,125;1;32A;C;371,62;1
223-Y;2025-05-11;6574;KJA;LED;05:55;07:00;150;0,8467;127;32A;Y;18787,74;127
224-C;2025-04-11;224;SVO;SYX;10:35;01:15;28;0,5357;15;359;C;5527,16;15
224-W;2025-04-11;224;SVO;SYX;10:35;01:15;24;0,2083;5;359;W;2114,97;5
224-Y;2025-04-11;224;SVO;SYX;10:35;01:15;264;0,4091;108;359;Y;24691,6;108
225-C;2025-04-11;225;SYX;SVO;04:50;10:10;28;0,7143;20;359;C;12686,29;20
225-W;2025-04-11;225;SYX;SVO;04:50;10:10;24;0,2083;5;359;W;2309,14;5
225-Y;2025-04-11;225;SYX;SVO;04:50;10:10;264;0,4583;121;359;Y;30472,6;121
226-C;2025-04-11;233;DEL;SVO;05:00;09:00;30;0,3667;11;77W;C;6872,41;11
226-W;2025-04-11;233;DEL;SVO;05:00;09:00;48;0,0417;2;77W;W;513,88;2
226-Y;2025-04-11;233;DEL;SVO;05:00;09:00;324;1,0031;325;77W;Y;58016,44;326
227-C;2025-04-11;321;MLE;SVO;11:05;17:50;30;0,6333;19;77W;C;29604,97;19
227-W;2025-04-11;321;MLE;SVO;11:05;17:50;48;1,0;48;77W;W;29173,37;48
227-Y;2025-04-11;321;MLE;SVO;11:05;17:50;324;0,784;254;77W;Y;76097,62;257
228-C;2025-04-11;427;SSH;SVO;15:30;22:15;30;0,5667;17;77W;C;7156,01;17
228-W;2025-04-11;427;SSH;SVO;15:30;22:15;48;0,2292;11;77W;W;3063,37;11
228-Y;2025-04-11;427;SSH;SVO;15:30;22:15;324;0,216;70;77W;Y;15769,2;70
229-C;2025-04-11;521;DXB;SVO;16:05;20:50;30;0,9667;29;77W;C;40605,53;29
229-W;2025-04-11;521;DXB;SVO;16:05;20:50;48;1,0;48;77W;W;19564,1;48
229-Y;2025-04-11;521;DXB;SVO;16:05;20:50;324;0,6914;224;77W;Y;50615,42;226
230-C;2025-04-11;526;SVO;DXB;11:25;18:20;30;0,6333;19;77W;C;11612,75;19
230-W;2025-04-11;526;SVO;DXB;11:25;18:20;48;0,1875;9;77W;W;2471,63;9
230-Y;2025-04-11;526;SVO;DXB;11:25;18:20;324;0,2654;86;77W;Y;13571,68;86
231-C;2025-04-11;638;VVO;HKT;12:35;16:55;30;0,3333;10;77W;C;5983,43;10
231-W;2025-04-11;638;VVO;HKT;12:35;16:55;48;0,25;12;77W;W;3759,93;12
231-Y;2025-04-11;638;VVO;HKT;12:35;16:55;324;0,4167;135;77W;Y;26662,0;135
232-C;2025-04-11;1009;KGD;SVO;03:00;06:30;16;0,8125;13;32B;C;1930,07;13
232-Y;2025-04-11;1009;KGD;SVO;03:00;06:30;167;1,024;171;32B;Y;6928,82;171
233-C;2025-04-11;1018;SVO;KGD;11:50;13:35;16;0,375;6;32B;C;742,23;6
233-W;2025-04-11;1018;SVO;KGD;11:50;13:35;29;0,6207;18;32B;W;1400,85;18
233-Y;2025-04-11;1018;SVO;KGD;11:50;13:35;138;1,0942;151;32B;Y;5867,41;153
234-C;2025-04-11;1054;SVO;MCX;02:20;05:20;8;0,375;3;32A;C;609,31;3
234-Y;2025-04-11;1054;SVO;MCX;02:20;05:20;150;0,92;138;32A;Y;7246,57;138
235-C;2025-04-11;1055;MCX;SVO;06:20;09:20;8;0,375;3;32A;C;319,41;3
235-Y;2025-04-11;1055;MCX;SVO;06:20;09:20;150;1,02;153;32A;Y;11134,16;153
236-C;2025-04-11;1129;AER;SVO;20:10;23:45;8;0,75;6;32A;C;1187,88;6
236-Y;2025-04-11;1129;AER;SVO;20:10;23:45;150;0,9267;139;32A;Y;16706,62;139
237-C;2025-04-11;1141;AER;SVO;06:20;09:50;8;0,625;5;32A;C;1306,02;5
237-Y;2025-04-11;1141;AER;SVO;06:20;09:50;150;1,0133;152;32A;Y;12780,81;157
238-C;2025-04-11;1190;SVO;KZN;09:10;10:50;8;0,625;5;32A;C;830,29;5
238-Y;2025-04-11;1190;SVO;KZN;09:10;10:50;150;0,8667;130;32A;Y;6675,34;130
239-C;2025-04-11;1191;KZN;SVO;11:40;13:25;8;1,0;8;32A;C;3233,85;8
239-Y;2025-04-11;1191;KZN;SVO;11:40;13:25;150;0,8667;130;32A;Y;9406,71;130
240-C;2025-04-11;1246;SVO;REN;17:50;22:00;20;0,8;16;73H;C;4368,49;16
240-Y;2025-04-11;1246;SVO;REN;17:50;22:00;138;1,029;142;73H;Y;9904,24;138
241-C;2025-04-11;1276;SVO;KZN;12:55;14:40;16;0,6875;11;32B;C;5542,27;11
